Pro's video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Label
0985_event_0,31.63,56.8,123.5,146.13,74.22,82.48,17.66,6.86,144.35,175.31,101.17,102.13,169.63,156.15,89.2,101.72,173.85,172.09,0
0991_event_0,45.84,49.95,121.96,158.39,74.8,94.78,1.32,13.66,171.48,143.57,94.9,95.53,158.6,163.98,106.5,100.49,172.96,176.46,0
0995_event_0,17.24,19.63,94.09,113.88,68.77,88.32,8.08,5.93,129.44,159.97,98.08,104.84,166.08,161.08,95.84,94.09,171.51,172.69,0
1003_event_0,34.91,72.28,165.51,165.34,78.98,94.4,51.62,1.33,16.26,179.16,92.58,94.04,165.56,151.73,101.86,114.22,177.19,177.11,0
1005_event_0,40.54,64.37,118.83,152.89,81.47,90.16,3.18,1.64,176.84,177.48,93.81,94.55,165.53,159.3,100.66,106.15,173.66,178.97,0
1007_event_0,44.64,40.6,149.68,151.39,84.05,83.09,20.99,27.7,135.54,124.32,91.55,101.31,166.36,159.23,102.09,99.46,175.76,175.43,0
1011_event_0,36.13,54.68,119.88,148.94,74.41,89.01,9.34,5.25,152.76,175.17,100.61,95.97,174.51,156.61,84.88,107.42,176.96,178.75,0
1013_event_0,38.09,25.61,144.59,129.45,81.28,86.82,25.22,17.01,145.06,141.68,91.59,100.3,159.97,153.75,108.43,105.95,161.57,177.68,0
1014_event_0,31.23,47.16,106.7,138.13,78.13,87.54,2.66,3.42,171.25,175.14,87.34,106.99,166.95,148.18,105.71,104.83,165.84,173.79,0
1015_event_0,40.06,51.49,133.49,143.21,85.97,80.51,7.47,11.22,153.21,171.54,90.55,102.98,178.46,138.58,91.0,118.44,169.0,170.18,0
1022_event_0,3.5,4.18,82.19,104.85,70.2,93.61,8.49,7.06,178.07,159.69,94.73,101.46,162.93,156.29,102.34,102.25,174.6,176.31,0
1028_event_0,62.41,34.02,157.38,125.06,86.6,81.85,8.37,9.19,166.61,153.77,98.37,93.18,154.39,164.29,107.24,102.53,178.18,179.8,0
1030_event_0,37.47,52.96,125.99,135.0,77.74,88.64,10.78,6.6,169.22,176.6,90.0,103.63,165.07,152.34,104.93,104.04,178.2,170.36,0
1032_event_0,42.25,59.99,124.86,149.28,79.02,89.48,3.58,0.19,163.58,174.55,94.06,97.44,168.88,157.01,97.06,105.54,178.92,178.32,0
1040_event_0,39.31,49.87,112.38,146.02,77.36,86.0,4.29,10.14,164.74,175.56,90.11,106.53,176.94,141.72,92.95,111.75,178.99,171.81,0
1044_event_0,50.06,48.53,133.78,135.47,80.54,84.21,3.18,2.73,173.96,167.51,93.81,101.44,162.76,153.43,103.43,105.12,172.88,179.58,0
1050_event_0,31.88,36.5,136.42,137.49,99.94,63.43,4.61,122.57,164.76,138.37,88.52,108.1,159.6,167.65,111.88,84.25,178.83,171.81,0
1051_event_0,39.09,37.91,48.95,50.14,87.46,72.48,0.58,15.58,148.58,179.27,83.45,116.61,168.73,153.64,85.27,89.76,162.4,175.56,0
1055_event_0,32.55,63.56,140.3,152.05,97.83,67.76,9.92,20.74,152.54,42.41,96.91,97.5,169.0,159.78,94.09,102.72,174.62,176.22,0
1063_event_0,24.71,23.61,102.38,114.38,76.16,86.31,1.51,4.46,171.73,175.54,99.66,97.86,172.05,161.26,88.29,100.88,178.53,177.2,0
1069_event_0,30.33,39.83,106.95,124.77,80.51,83.89,3.89,1.05,173.52,171.18,88.6,106.99,168.26,145.13,103.13,107.88,166.87,171.0,0
1075_event_0,12.46,20.45,111.27,110.85,76.19,84.48,22.63,5.92,86.38,154.28,97.7,101.63,164.95,152.66,97.35,105.71,176.22,178.33,0
1078_event_0,24.44,42.27,106.59,128.58,74.85,91.19,7.3,4.88,174.28,171.6,105.15,88.81,150.81,171.11,104.04,100.08,172.75,177.7,0
1088_event_0,31.9,32.16,117.79,116.76,81.28,83.09,4.6,1.51,174.12,167.33,87.78,107.85,163.15,151.03,109.07,101.12,173.17,176.76,0
1090_event_0,40.14,41.27,155.7,158.84,80.44,86.24,35.12,31.33,122.08,113.59,97.44,95.88,167.61,159.23,94.95,104.89,172.51,178.26,0
1100_event_0,5.86,6.7,120.38,171.25,84.14,80.05,161.34,97.91,3.63,21.8,94.73,101.09,162.31,162.93,102.96,95.98,175.93,180.0,0
1104_event_0,45.0,45.0,125.9,161.16,64.55,105.01,16.34,11.15,41.8,170.54,103.14,87.29,151.45,163.25,105.4,109.47,169.29,177.2,0
1105_event_0,45.0,45.0,139.7,134.05,80.72,85.3,13.98,3.75,157.15,173.18,94.51,99.46,169.78,157.4,95.71,103.13,174.76,174.22,0
1109_event_0,34.3,54.16,120.07,139.86,82.83,82.35,2.94,3.36,161.57,172.59,96.3,98.52,168.45,154.48,95.25,106.99,176.74,172.28,0
1113_event_0,50.02,54.54,151.33,150.63,82.37,87.83,18.94,8.27,159.95,148.74,98.71,91.09,161.06,160.03,100.22,108.88,172.3,177.46,0
1125_event_0,38.89,46.04,115.03,141.1,75.86,88.96,0.27,6.1,170.7,162.12,95.71,99.46,159.36,153.84,104.93,106.7,175.69,172.18,0
1129_event_0,37.64,53.71,138.95,148.95,82.87,87.73,18.43,7.52,139.4,153.14,88.99,100.4,173.01,148.44,98.0,111.16,178.91,177.05,0
1143_event_0,38.5,53.5,122.93,141.62,77.49,86.54,6.95,1.58,161.5,178.99,94.09,101.89,175.91,156.48,90.0,101.63,176.73,180.0,0
1145_event_0,39.05,41.27,136.82,133.99,75.96,94.57,21.8,1.85,0.76,160.73,99.46,90.0,169.0,161.92,91.54,108.08,176.12,174.96,0
1160_event_0,33.55,37.2,116.27,131.22,78.37,87.87,4.35,6.15,143.33,84.94,92.0,101.76,164.12,151.74,103.87,106.5,168.47,176.99,0
1162_event_0,48.37,54.16,134.18,145.22,82.23,84.52,3.58,6.53,156.44,155.75,90.0,103.24,168.69,155.81,101.31,100.95,176.38,179.26,0
1164_event_0,45.23,69.69,149.41,170.93,92.04,84.43,12.15,16.8,158.61,180.0,96.71,86.82,173.29,179.37,90.0,93.81,165.53,176.19,0
1166_event_0,42.71,50.19,135.57,133.07,81.38,79.7,11.48,3.18,159.78,178.99,98.62,100.3,164.03,160.81,97.35,98.88,176.4,176.83,0
1178_event_0,26.62,49.95,110.02,136.23,84.28,79.55,0.88,6.73,166.2,177.5,90.21,105.96,176.85,149.15,92.94,104.89,176.79,177.57,0
1180_event_0,26.57,18.43,102.09,110.22,72.9,88.12,2.63,3.67,178.21,162.38,98.97,100.01,164.86,158.68,96.17,101.31,178.73,176.04,0
1181_event_0,42.78,34.7,133.09,142.13,76.42,87.58,13.89,19.85,160.41,151.07,93.27,102.72,165.04,152.34,101.69,104.93,174.22,171.18,0
1184_event_0,37.18,43.28,137.27,143.72,79.56,89.52,20.54,10.92,155.76,159.63,96.59,94.33,168.56,157.56,94.85,108.11,177.69,169.86,0
1187_event_0,34.0,50.1,110.56,150.71,74.66,90.52,1.9,10.09,175.22,158.39,97.91,96.91,157.56,160.36,104.53,102.72,169.16,175.41,0
1195_event_0,47.82,44.6,145.68,149.84,79.88,88.23,17.98,17.01,154.15,158.36,91.59,100.3,172.5,161.57,95.91,98.13,174.09,178.35,0
1199_event_0,19.71,26.45,101.09,116.04,80.88,82.3,0.51,7.29,162.81,176.99,91.76,105.07,164.02,153.51,104.23,101.43,176.44,177.75,0
1207_event_0,29.89,36.26,103.27,119.16,72.58,88.89,0.8,6.0,178.86,167.24,94.11,104.42,162.22,158.52,103.67,97.06,179.97,176.98,0
1209_event_0,31.71,50.79,109.96,137.45,77.99,86.78,0.25,0.12,175.45,179.41,92.54,102.68,164.58,153.28,102.88,104.04,174.82,175.69,0
1217_event_0,36.43,50.63,119.07,140.91,75.51,87.87,7.13,2.4,166.43,175.0,96.08,100.53,170.96,151.03,92.95,108.43,174.82,176.09,0
1235_event_0,37.35,63.61,119.97,161.57,76.61,89.77,6.01,8.19,158.05,170.51,90.0,103.63,169.05,151.55,100.95,104.83,170.89,169.12,0
1237_event_0,39.9,32.37,149.04,160.77,82.57,85.8,26.57,42.6,26.57,85.6,90.0,101.63,169.51,155.23,100.49,103.13,179.81,176.03,0
1245_event_0,14.34,17.34,89.11,94.44,68.25,84.6,6.52,7.51,166.87,173.87,101.52,105.63,166.39,157.25,92.09,97.13,176.8,163.01,0
1249_event_0,43.3,50.63,139.57,148.39,77.6,92.87,18.67,4.9,152.57,164.48,98.21,91.32,166.2,160.63,95.59,108.05,174.92,178.06,0
1253_event_0,26.44,60.84,116.22,150.6,84.81,78.5,4.97,11.26,158.33,175.14,90.0,106.7,165.53,148.05,104.47,105.26,178.66,176.43,0
1255_event_0,19.23,40.54,94.76,123.64,81.87,79.7,6.34,3.4,169.7,171.43,90.0,108.43,178.21,140.4,91.79,111.17,176.63,172.87,0
1256_event_0,21.51,55.09,94.38,137.4,81.14,84.08,8.28,1.77,177.8,168.69,92.9,101.88,178.17,141.79,88.93,116.33,173.94,165.92,0
1258_event_0,28.8,33.87,111.04,126.44,82.23,83.73,0.0,8.84,170.54,178.85,90.0,104.04,170.84,157.08,99.16,98.88,177.85,178.39,0
1270_event_0,31.24,57.21,125.79,154.01,78.74,87.55,15.81,9.25,154.88,179.7,92.54,101.17,167.98,150.27,99.48,108.56,176.73,176.15,0
1278_event_0,32.59,46.63,116.06,130.84,73.29,86.63,10.17,2.42,176.66,177.58,99.23,100.84,163.11,149.23,97.66,109.93,172.24,173.83,0
1290_event_0,25.39,51.08,102.51,140.94,70.41,98.08,6.71,8.22,176.99,167.17,103.3,88.21,151.84,172.09,104.86,99.69,167.47,174.02,0
1293_event_0,30.7,53.29,106.14,152.83,73.34,93.9,2.11,5.64,175.95,172.72,94.4,98.37,150.83,163.5,114.78,98.13,158.59,178.58,0
1303_event_0,8.13,7.82,109.65,98.35,77.78,86.24,23.74,4.29,112.62,132.59,94.09,101.89,168.32,157.16,97.59,100.95,177.47,175.16,0
1323_event_0,52.28,35.46,140.92,111.43,87.53,77.27,1.11,1.3,144.28,177.44,95.19,100.01,161.67,149.22,103.13,110.77,175.29,163.63,0
1329_event_0,44.37,55.12,127.69,145.52,77.27,90.4,6.04,0.0,171.11,159.0,92.86,99.46,157.48,155.61,109.65,104.93,171.23,176.84,0
1340_event_0,43.69,64.28,125.92,156.54,79.22,92.88,3.01,0.62,168.86,178.59,90.0,97.91,165.53,159.75,104.47,102.34,171.65,176.09,0
1342_event_0,29.91,32.2,113.44,125.54,73.73,89.67,9.81,3.67,170.8,176.93,102.21,94.39,162.96,153.73,94.82,111.88,178.15,177.75,0
1348_event_0,29.62,42.74,120.59,137.41,77.74,86.08,13.24,8.59,166.76,168.15,94.09,102.1,169.11,153.32,96.8,104.58,178.58,177.64,0
1352_event_0,20.28,30.11,119.69,144.25,82.34,89.34,17.08,24.79,171.4,132.88,94.09,94.24,152.72,163.5,113.2,102.26,166.67,178.04,0
1354_event_0,30.02,43.27,104.51,123.41,80.84,82.17,6.34,2.03,173.66,179.74,92.86,104.13,168.11,152.57,99.03,103.3,174.82,176.4,0
1368_event_0,23.58,29.73,102.06,103.84,76.53,90.42,1.95,16.31,174.72,175.01,99.13,93.91,155.58,166.37,105.29,99.72,169.68,179.8,0
1370_event_0,24.15,39.09,98.57,128.35,71.57,96.84,2.86,7.59,135.95,179.26,96.01,95.58,171.38,160.28,92.61,104.14,179.51,179.76,0
1372_event_0,47.41,46.75,131.67,136.52,79.82,84.71,4.44,5.06,161.04,177.66,91.43,104.04,171.66,151.14,96.91,104.83,179.32,173.3,0
1374_event_0,54.61,35.9,176.88,146.24,76.85,93.42,51.67,16.93,105.31,141.91,91.02,98.71,171.1,156.16,97.88,105.12,180.0,178.81,0
1388_event_0,25.79,54.34,109.19,148.24,77.82,85.46,5.58,8.43,175.02,171.16,93.09,103.63,170.2,153.65,96.71,102.72,179.12,175.37,0
1396_event_0,29.79,57.75,112.5,148.71,82.25,86.32,0.46,4.64,172.54,169.51,92.61,98.82,179.47,148.8,87.92,112.38,173.07,163.06,0
0008_event_1,47.73,50.71,141.3,178.28,84.81,86.42,8.77,41.14,163.43,173.4,91.11,97.66,159.16,164.33,109.73,98.01,178.89,176.45,1
0010_event_1,22.52,42.14,105.84,161.57,88.82,79.24,5.5,40.19,126.29,167.28,88.32,103.63,170.0,158.24,101.69,98.13,173.67,179.22,1
0014_event_1,14.24,26.06,103.53,141.1,91.18,78.52,1.89,36.51,93.58,175.16,83.55,106.75,165.79,161.6,110.66,91.65,173.18,177.57,1
0019_event_1,42.51,100.3,98.82,146.07,99.16,80.84,42.85,32.79,162.35,162.44,80.84,99.16,170.73,159.15,108.43,101.69,176.63,176.08,1
0021_event_1,63.43,15.95,114.78,126.5,99.78,66.8,48.44,43.75,162.35,161.9,76.85,116.57,178.83,149.89,101.98,93.54,178.51,174.73,1
0025_event_1,51.58,72.92,116.24,176.61,97.22,79.26,32.56,31.22,150.72,169.82,78.69,104.83,177.27,149.75,104.04,105.42,178.96,178.07,1
0027_event_1,30.5,60.83,96.65,168.96,92.16,76.66,26.01,31.47,143.26,159.99,85.24,105.95,175.04,159.01,99.73,95.04,173.34,177.45,1
0029_event_1,32.91,72.35,101.63,178.78,91.79,82.3,23.06,26.57,134.29,147.53,78.06,107.85,171.63,154.27,110.32,97.88,174.81,174.02,1
0041_event_1,17.82,16.88,108.97,131.04,84.33,79.79,6.83,34.37,115.24,176.84,104.42,91.47,150.16,173.0,105.42,95.53,179.83,176.38,1
0042_event_1,20.7,67.62,143.26,157.98,91.85,84.86,30.71,49.54,80.76,156.29,92.34,90.95,152.1,173.83,115.56,95.21,175.6,173.37,1
0051_event_1,52.41,65.62,109.94,177.6,94.03,83.91,36.5,32.87,151.76,162.57,86.34,95.73,167.06,151.86,106.61,112.41,172.13,171.81,1
0060_event_1,31.61,45.0,140.04,152.53,91.59,81.87,16.84,25.66,94.18,148.44,85.04,101.5,165.65,156.8,109.31,101.7,180.0,170.29,1
0066_event_1,34.89,64.75,123.48,167.47,92.7,80.0,4.11,22.72,128.09,158.63,93.01,94.29,159.06,170.18,107.93,95.53,175.21,178.16,1
0072_event_1,25.76,58.28,95.47,163.59,101.62,76.52,31.91,28.79,145.09,174.52,87.84,94.01,165.85,164.68,106.31,101.31,173.86,176.19,1
0074_event_1,45.12,42.41,111.16,139.81,88.09,83.0,22.05,14.41,147.03,171.57,94.51,94.4,166.32,170.25,99.16,95.36,178.86,178.46,1
0084_event_1,34.0,31.86,101.82,135.63,85.84,80.08,18.01,23.69,141.61,158.27,86.73,107.35,178.23,162.65,95.04,90.0,175.58,168.69,1
0098_event_1,29.36,52.13,99.92,154.65,91.64,77.12,21.08,25.4,168.01,165.96,88.36,102.88,175.12,153.5,96.52,103.63,179.17,176.68,1
0102_event_1,84.56,81.87,174.56,147.53,70.35,116.57,19.65,14.04,105.42,156.47,83.09,90.0,167.26,163.5,109.65,106.5,168.77,178.07,1
0110_event_1,19.44,52.13,84.29,150.95,94.03,74.34,29.18,24.48,122.28,154.76,93.09,98.53,166.9,174.84,100.01,86.63,178.37,161.38,1
0114_event_1,20.67,41.97,92.46,139.4,89.52,79.91,17.74,17.53,148.96,162.47,83.05,107.53,176.94,154.11,100.01,98.37,179.05,176.99,1
0115_event_1,23.63,45.0,101.74,137.73,99.21,71.11,21.1,21.61,155.5,173.75,84.37,105.31,179.2,152.5,96.43,102.19,178.87,176.58,1
0116_event_1,22.49,29.57,113.92,120.33,94.49,74.54,3.07,16.23,125.59,156.53,89.46,101.51,163.85,165.18,106.69,93.31,179.1,174.61,1
0118_event_1,26.57,30.96,105.95,129.94,86.63,79.99,7.25,18.98,128.92,150.82,93.37,100.01,162.21,161.11,104.42,98.88,178.3,172.91,1
0127_event_1,58.84,29.83,154.44,161.08,86.14,84.4,9.46,46.85,118.93,167.08,88.15,101.31,159.68,153.27,112.17,105.42,174.34,175.07,1
0148_event_1,8.13,18.43,71.95,116.84,100.25,69.29,36.44,29.12,161.18,159.9,84.14,106.31,177.49,158.33,98.37,95.36,178.76,177.91,1
0150_event_1,50.19,53.13,140.19,157.87,86.73,85.1,3.27,19.64,132.27,173.71,93.27,94.9,158.98,163.79,107.74,101.31,171.42,177.78,1
0152_event_1,51.34,60.46,108.43,172.33,88.06,84.45,30.96,27.41,145.81,145.76,90.0,97.49,170.36,160.26,99.64,102.25,168.33,179.43,1
0156_event_1,62.74,74.74,166.89,168.37,97.84,80.33,32.52,13.29,169.38,116.7,93.47,88.36,158.71,163.82,107.82,107.82,175.75,173.87,1
0160_event_1,27.65,33.57,110.79,132.85,89.33,79.49,6.19,19.8,135.72,163.99,93.27,97.91,160.78,164.74,105.95,97.35,178.52,171.41,1
0169_event_1,20.84,66.6,73.97,164.74,85.03,96.19,31.9,32.47,139.79,175.24,82.87,95.91,170.62,164.93,106.5,99.16,171.09,178.97,1
0175_event_1,135.0,37.87,101.31,88.4,74.74,90.0,48.95,39.47,155.97,165.31,74.74,90.0,177.44,156.04,107.82,113.96,175.65,162.15,1
0176_event_1,30.96,52.13,88.06,152.13,90.0,77.12,32.91,22.88,174.75,151.85,90.0,102.88,161.57,154.4,108.43,102.72,172.18,174.87,1
0187_event_1,32.28,50.6,92.6,158.84,88.8,83.51,28.48,24.73,154.88,167.75,89.3,98.39,172.82,158.02,97.88,103.6,173.25,178.09,1
0188_event_1,39.73,48.48,153.43,156.86,98.45,71.06,15.26,37.33,153.43,161.83,82.78,107.72,177.12,139.11,94.34,113.18,172.78,165.14,1
0190_event_1,7.61,30.89,71.87,129.45,102.1,65.89,37.84,32.67,161.69,160.78,83.41,108.59,172.71,156.37,103.88,95.04,176.82,174.75,1
0195_event_1,30.78,47.12,102.68,164.93,85.73,87.13,13.83,30.68,138.12,177.03,92.08,95.07,169.64,162.99,98.28,101.94,177.03,179.38,1
0204_event_1,47.73,65.56,126.42,176.37,98.62,78.37,19.93,39.71,148.43,162.55,85.78,97.23,170.18,154.87,104.04,107.89,178.67,168.63,1
0208_event_1,37.08,47.73,106.18,149.04,90.99,77.27,21.89,24.04,147.32,159.34,91.74,100.01,158.47,159.5,109.8,100.49,172.73,174.08,1
0223_event_1,40.02,51.12,113.01,151.49,95.03,73.67,22.04,26.69,138.45,167.56,89.52,101.78,151.66,161.32,118.82,96.9,165.22,168.44,1
0224_event_1,62.13,40.19,130.03,165.21,81.73,92.66,13.83,32.37,128.66,167.14,92.35,93.27,161.18,159.15,106.47,107.58,163.39,173.35,1
0229_event_1,40.24,50.71,111.8,153.24,94.76,74.48,23.2,28.05,141.46,164.46,85.24,105.52,177.17,151.75,97.59,102.72,174.72,175.89,1
0231_event_1,101.31,68.2,126.29,96.4,106.89,71.57,25.51,43.36,175.35,156.62,91.55,90.0,162.01,161.57,70.46,108.43,177.74,119.38,1
0237_event_1,29.87,55.99,100.36,161.57,89.85,81.28,19.37,24.29,155.26,162.9,93.01,95.86,162.52,161.42,104.47,102.72,179.57,177.4,1
0244_event_1,50.05,42.99,106.4,146.24,87.81,86.49,31.45,16.77,154.47,146.24,94.57,91.12,162.43,167.57,102.99,101.31,178.32,173.09,1
0248_event_1,59.49,49.25,142.5,166.06,83.13,87.65,0.12,29.16,154.76,170.41,98.09,91.13,163.17,168.76,98.74,100.11,178.96,177.58,1
0256_event_1,34.58,53.0,106.02,155.33,88.39,81.37,16.95,20.96,163.55,173.77,93.9,96.34,159.71,163.65,106.39,100.01,177.95,173.26,1
0257_event_1,14.09,20.36,95.04,112.15,89.73,79.15,8.78,12.64,130.81,135.89,92.19,98.92,168.69,151.03,99.12,110.05,177.2,178.51,1
0268_event_1,62.92,46.58,123.18,175.3,92.18,77.47,31.92,51.25,163.86,179.51,89.41,100.94,171.86,150.26,98.73,108.8,178.96,172.3,1
0271_event_1,17.19,44.67,103.19,148.88,94.5,81.13,8.5,23.09,138.67,175.02,91.51,92.86,162.3,167.98,106.19,99.16,169.52,179.7,1
0273_event_1,29.42,74.5,126.32,162.23,86.49,81.57,10.41,41.7,77.91,160.58,92.13,99.81,166.75,150.95,101.12,109.24,176.02,171.16,1
0275_event_1,27.78,34.94,91.99,128.31,101.92,69.34,37.71,24.03,175.4,169.03,88.62,100.13,163.76,162.79,107.62,97.09,179.36,177.62,1
0276_event_1,53.37,29.33,117.18,138.58,77.1,93.52,13.28,15.73,139.82,159.46,96.92,92.46,167.87,167.03,95.21,100.52,171.04,176.63,1
0279_event_1,22.46,40.73,57.99,173.88,84.48,87.37,48.95,45.78,158.63,165.68,94.18,93.96,166.2,160.78,99.61,105.26,175.58,177.11,1
0281_event_1,35.54,59.04,138.07,165.43,91.68,76.37,10.84,30.02,112.46,160.85,83.92,108.03,172.52,159.02,103.56,92.95,178.69,178.18,1
0283_event_1,41.99,41.99,131.99,158.55,84.96,86.63,5.04,29.93,104.04,171.87,95.04,93.37,167.1,172.82,97.85,93.81,175.32,172.05,1
0285_event_1,26.57,32.47,116.57,136.51,88.32,78.37,1.68,25.67,122.47,179.2,91.68,101.63,161.62,156.68,106.7,101.69,178.23,172.0,1
0287_event_1,39.89,45.52,124.7,136.9,81.23,80.72,3.58,10.66,122.01,168.56,98.34,99.71,162.39,153.84,99.27,106.45,178.06,178.69,1
0297_event_1,36.63,59.49,86.78,171.51,94.86,77.09,44.71,34.93,170.43,172.47,88.32,99.73,170.37,158.18,101.31,102.09,179.58,176.33,1
0298_event_1,53.06,22.15,156.14,127.55,85.5,84.5,17.58,20.89,148.11,175.17,91.64,98.37,166.27,161.85,102.09,99.78,178.03,180.0,1
0302_event_1,53.84,31.76,155.38,140.19,93.69,77.68,7.85,30.75,180.0,178.85,91.51,97.13,163.07,163.41,105.42,99.46,173.26,174.94,1
0310_event_1,18.05,33.17,84.67,148.13,82.57,84.19,15.95,30.77,152.92,162.31,93.81,99.43,169.99,161.72,96.19,98.86,169.99,176.75,1
0328_event_1,49.97,36.6,174.61,112.13,87.97,85.34,36.67,9.81,174.61,171.87,90.24,96.45,152.54,161.13,117.22,102.43,177.72,161.57,1
0336_event_1,40.94,66.65,144.92,170.02,86.63,84.75,17.35,18.62,122.41,165.59,94.76,93.85,166.43,160.07,98.81,106.07,178.12,172.93,1
0338_event_1,27.5,38.46,133.21,137.53,85.64,81.09,20.07,17.97,133.49,177.75,91.64,101.63,162.42,154.8,105.95,103.57,170.17,168.63,1
0342_event_1,39.73,48.48,135.0,148.47,83.45,83.4,11.82,16.59,132.06,167.68,93.69,99.46,159.21,164.2,107.1,96.34,167.47,179.5,1
0351_event_1,67.38,59.74,138.95,176.31,88.36,93.18,16.8,23.39,118.74,164.05,96.04,82.42,158.71,164.09,105.26,113.49,169.81,158.86,1
0359_event_1,43.87,59.51,122.72,152.36,89.05,80.19,10.2,12.66,158.88,171.43,93.98,96.78,173.45,147.23,92.56,115.99,177.74,171.19,1
0363_event_1,22.27,16.96,106.72,115.69,91.58,74.69,7.13,24.04,140.88,169.61,91.58,102.15,167.74,163.12,100.68,94.73,177.32,177.98,1
0370_event_1,30.32,65.05,115.35,165.21,90.89,77.98,5.86,22.19,133.45,162.36,80.57,110.57,174.17,151.7,105.27,97.73,173.67,175.82,1
0372_event_1,45.64,61.93,105.22,178.49,81.97,93.03,22.4,23.53,158.98,177.48,92.74,92.26,167.57,159.53,99.69,108.21,170.45,176.88,1
0379_event_1,9.33,20.41,82.06,87.09,89.71,68.99,1.68,38.51,119.54,165.06,88.32,112.99,171.68,138.58,100.01,108.43,177.67,167.28,1
0384_event_1,7.5,14.56,65.46,118.38,99.22,69.69,41.26,34.13,162.58,163.85,88.21,102.88,169.07,148.69,102.72,108.43,177.28,167.91,1
0386_event_1,36.47,74.53,134.5,172.11,83.99,90.81,14.04,22.55,131.27,177.58,90.0,95.19,160.35,163.5,109.65,101.31,166.46,174.6,1
0392_event_1,34.71,63.87,90.24,164.68,89.54,87.62,34.01,43.83,146.07,168.17,78.37,104.47,173.89,150.46,107.74,105.07,176.79,177.46,1
0408_event_1,35.1,50.51,120.14,162.28,83.02,84.11,2.03,27.66,112.99,154.58,93.22,99.66,161.41,145.44,105.37,114.9,174.8,173.9,1
0416_event_1,37.57,39.81,133.28,151.06,87.34,83.37,8.37,27.88,179.48,163.09,92.66,96.63,163.3,161.27,104.04,102.09,174.38,167.91,1
0420_event_1,37.06,57.58,86.82,168.3,92.21,83.44,42.44,27.28,162.41,155.37,84.43,99.93,172.44,158.76,103.13,101.31,170.97,170.89,1
0422_event_1,33.69,50.6,99.46,151.09,101.31,71.42,35.54,29.08,135.55,163.93,86.99,100.29,162.47,160.52,110.54,99.19,171.94,170.81,1
0423_event_1,14.93,14.7,76.68,108.43,88.32,74.76,26.57,18.97,150.85,156.49,92.86,104.07,165.26,148.69,101.88,107.24,176.04,164.22,1
0434_event_1,26.76,48.07,130.84,167.94,78.65,88.78,25.42,31.09,177.12,156.04,98.3,94.26,168.04,165.75,93.66,99.99,172.89,179.22,1
0435_event_1,39.09,68.96,122.38,175.66,82.3,90.0,0.99,16.7,125.76,178.26,97.7,90.0,161.35,168.02,100.95,101.98,174.24,175.15,1
0439_event_1,23.95,36.57,102.16,152.65,80.24,84.05,2.03,32.03,96.73,162.11,91.33,104.38,170.76,154.62,97.91,101.0,177.9,175.34,1
0440_event_1,50.19,49.27,156.8,155.77,80.17,91.83,26.44,14.68,162.96,110.3,91.27,96.73,164.74,169.72,103.99,93.54,180.0,180.0,1
0442_event_1,65.77,35.54,177.27,142.21,89.81,76.45,27.14,30.22,162.38,179.31,94.76,98.97,166.07,162.15,99.16,98.88,174.41,173.46,1
0456_event_1,42.27,48.01,167.81,158.57,85.1,85.1,40.44,25.46,85.43,114.44,94.9,94.9,154.54,160.17,110.56,104.93,176.14,174.53,1
0462_event_1,35.19,49.57,86.84,162.53,82.97,85.43,31.31,27.53,142.89,162.47,91.59,100.01,170.81,158.3,97.59,101.69,172.17,179.59,1
0480_event_1,39.81,48.01,115.06,167.07,83.83,85.36,8.57,33.69,124.6,166.03,96.17,94.64,160.59,161.33,103.24,104.04,170.45,177.6,1
0484_event_1,54.61,63.22,126.18,162.78,89.05,86.12,17.48,47.87,115.35,160.56,88.23,96.6,172.6,156.0,99.17,107.39,175.83,175.14,1
0486_event_1,20.17,55.7,75.33,145.4,98.87,71.68,43.71,18.01,175.54,150.65,87.31,102.14,174.88,150.91,97.81,106.95,172.35,176.27,1
0487_event_1,23.2,71.57,93.66,174.7,95.71,75.96,25.25,27.17,145.56,163.89,89.05,99.27,173.7,147.53,97.25,113.2,176.86,174.37,1
0492_event_1,48.34,44.63,136.03,159.78,88.48,86.09,0.8,29.05,141.91,49.76,88.89,96.53,170.66,154.85,100.45,108.62,175.25,169.7,1
0494_event_1,126.11,23.63,127.69,98.75,87.06,85.87,19.13,10.76,169.71,149.88,111.8,75.26,135.51,139.77,112.69,64.51,147.4,147.01,1
0498_event_1,54.96,76.49,133.48,162.18,88.51,91.49,9.98,29.84,149.84,166.76,91.49,88.51,164.18,162.69,104.33,108.8,177.29,173.82,1
0501_event_1,72.14,43.94,178.4,170.81,83.55,89.91,22.71,36.96,168.69,166.2,97.36,89.18,163.73,160.23,98.91,110.59,177.57,174.38,1
0506_event_1,47.12,66.8,117.68,162.81,93.09,79.29,22.53,16.72,150.35,159.44,86.91,100.71,172.47,155.25,100.62,104.04,179.31,175.75,1
0512_event_1,42.27,51.34,119.03,153.87,88.21,84.64,11.45,17.88,155.08,168.9,91.79,95.36,156.76,162.55,111.45,102.09,170.65,169.95,1
0521_event_1,7.16,32.29,71.27,127.75,102.61,59.37,38.51,36.08,156.37,163.04,81.17,116.85,170.81,153.85,108.02,89.3,173.45,176.93,1
0522_event_1,52.43,58.39,145.61,165.92,91.55,81.25,1.63,26.27,148.52,180.0,97.2,90.0,165.36,161.47,97.44,108.53,174.39,174.03,1
